"country","continent","year","lifeExp","pop","gdpPercap","infant_mortality","fertility"
"Japan","Asia",1967,71.43,100825279,9847.788607,16.3,2.02
"Japan","Asia",1972,73.42,107188273,14778.78636,11.9,2.11
"Japan","Asia",1977,75.38,113872473,16610.37701,8.8,1.89
"Japan","Asia",1982,77.11,118454974,19384.10571,6.5,1.75
"Japan","Asia",1987,78.67,122091325,22375.94189,5,1.67
"Japan","Asia",1992,79.36,124329269,26824.89511,4.4,1.5
"Japan","Asia",1997,80.69,125956499,28816.58499,3.8,1.37
"Japan","Asia",2002,82,127065841,28604.5919,3,1.3
"Japan","Asia",2007,82.603,127467972,31656.06806,2.6,1.33
"Jordan","Asia",1952,43.158,607914,1546.907807,NA,NA
"Jordan","Asia",1957,45.669,746559,1886.080591,NA,NA
"Jordan","Asia",1962,48.126,933559,2348.009158,96.6,7.9
"Jordan","Asia",1967,51.629,1255058,2741.796252,75.2,8.03
"Jordan","Asia",1972,56.528,1613551,2110.856309,60.2,7.82
"Jordan","Asia",1977,61.134,1937652,2852.351568,49.1,7.46
"Jordan","Asia",1982,63.739,2347031,4161.415959,40.2,7.07
"Jordan","Asia",1987,65.869,2820042,4448.679912,33.1,6.16
"Jordan","Asia",1992,68.015,3867409,3431.593647,28.3,5.17
"Jordan","Asia",1997,69.772,4526235,3645.379572,24.9,4.4
"Jordan","Asia",2002,71.263,5307470,3844.917194,22.1,3.89
"Jordan","Asia",2007,72.535,6053193,4519.461171,19.3,3.64
"Kenya","Africa",1952,42.27,6464046,853.540919,NA,NA
"Kenya","Africa",1957,44.686,7454779,944.4383152,NA,NA
"Kenya","Africa",1962,47.949,8678557,896.9663732,109.9,8.04
"Kenya","Africa",1967,50.654,10191512,1056.736457,97.1,8.13
"Kenya","Africa",1972,53.559,12044785,1222.359968,87.3,8.01
"Kenya","Africa",1977,56.155,14500404,1267.613204,76,7.7
"Kenya","Africa",1982,58.766,17661452,1348.225791,65.8,7.27
"Kenya","Africa",1987,59.339,21198082,1361.936856,62.7,6.6
"Kenya","Africa",1992,59.285,25020539,1341.921721,68.9,5.67
"Kenya","Africa",1997,54.407,28263827,1360.485021,71.1,5.1
"Kenya","Africa",2002,50.992,31386842,1287.514732,62.2,4.99
"Kenya","Africa",2007,54.11,35610177,1463.249282,49.5,4.82
"Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758,NA,NA
"Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655,NA,NA
"Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598,NA,NA
"Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609,NA,NA
"Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503,NA,NA
"Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249,NA,NA
"Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293,NA,NA
"Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315,NA,NA
"Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507,NA,NA
"Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814,NA,NA
"Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151,NA,NA
"Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548,NA,NA
"Korea, Rep.","Asia",1952,47.453,20947571,1030.592226,NA,NA
"Korea, Rep.","Asia",1957,52.681,22611552,1487.593537,NA,NA
"Korea, Rep.","Asia",1962,55.292,26420307,1536.344387,NA,NA
"Korea, Rep.","Asia",1967,57.716,30131000,2029.228142,NA,NA
"Korea, Rep.","Asia",1972,62.612,33505000,3030.87665,NA,NA
"Korea, Rep.","Asia",1977,64.766,36436000,4657.22102,NA,NA
"Korea, Rep.","Asia",1982,67.123,39326000,5622.942464,NA,NA
"Korea, Rep.","Asia",1987,69.81,41622000,8533.088805,NA,NA
"Korea, Rep.","Asia",1992,72.244,43805450,12104.27872,NA,NA
"Korea, Rep.","Asia",1997,74.647,46173816,15993.52796,NA,NA
"Korea, Rep.","Asia",2002,77.045,47969150,19233.98818,NA,NA
"Korea, Rep.","Asia",2007,78.623,49044790,23348.13973,NA,NA
"Kuwait","Asia",1952,55.565,160000,108382.3529,NA,NA
"Kuwait","Asia",1957,58.033,212846,113523.1329,NA,NA
"Kuwait","Asia",1962,60.47,358266,95458.11176,89,7.31
"Kuwait","Asia",1967,64.624,575003,80894.88326,63.7,7.41
"Kuwait","Asia",1972,67.712,841934,109347.867,47.9,6.98
"Kuwait","Asia",1977,69.343,1140357,59265.47714,36,6.05
"Kuwait","Asia",1982,71.309,1497494,31354.03573,25.2,5.08
"Kuwait","Asia",1987,74.174,1891487,28118.42998,17.6,3.31
"Kuwait","Asia",1992,75.19,1418095,34932.91959,14,2.14
"Kuwait","Asia",1997,76.156,1765345,40300.61996,11.9,2.79
"Kuwait","Asia",2002,76.904,2111561,35110.10566,10.6,2.72
"Kuwait","Asia",2007,77.588,2505559,47306.98978,9.8,2.67
"Lebanon","Asia",1952,55.928,1439529,4834.804067,NA,NA
"Lebanon","Asia",1957,59.489,1647412,6089.786934,NA,NA
"Lebanon","Asia",1962,62.094,1886848,5714.560611,54.7,5.69
"Lebanon","Asia",1967,63.87,2186894,6006.983042,49.8,5.3
"Lebanon","Asia",1972,65.421,2680018,7486.384341,47.2,4.73
"Lebanon","Asia",1977,66.099,3115787,8659.696836,43.6,4.27
"Lebanon","Asia",1982,66.983,3086876,7640.519521,37.8,3.8
"Lebanon","Asia",1987,67.926,3089353,5377.091329,30.8,3.28
"Lebanon","Asia",1992,69.292,3219994,6890.806854,24.7,2.84
"Lebanon","Asia",1997,70.265,3430388,8754.96385,19.9,2.47
"Lebanon","Asia",2002,71.028,3677780,9313.93883,15.1,2.04
"Lebanon","Asia",2007,71.993,3921278,10461.05868,10.4,1.62
"Lesotho","Africa",1952,42.138,748747,298.8462121,NA,NA
"Lesotho","Africa",1957,45.047,813338,335.9971151,NA,NA
"Lesotho","Africa",1962,47.747,893143,411.8006266,141.7,5.82
"Lesotho","Africa",1967,48.492,996380,498.6390265,138.9,5.8
"Lesotho","Africa",1972,49.767,1116779,496.5815922,125.4,5.8
"Lesotho","Africa",1977,52.208,1251524,745.3695408,106.2,5.71
"Lesotho","Africa",1982,55.078,1411807,797.2631074,85.8,5.49
"Lesotho","Africa",1987,57.18,1599200,773.9932141,73.7,5.17
"Lesotho","Africa",1992,59.685,1803195,977.4862725,71.1,4.76
"Lesotho","Africa",1997,55.558,1982823,1186.147994,80.5,4.39
"Lesotho","Africa",2002,44.593,2046772,1275.184575,86.3,3.86
"Lesotho","Africa",2007,42.592,2012649,1569.331442,84.3,3.41
"Liberia","Africa",1952,38.48,863308,575.5729961,NA,NA
"Liberia","Africa",1957,39.486,975950,620.9699901,NA,NA
"Liberia","Africa",1962,40.502,1112796,634.1951625,211.4,6.45
"Liberia","Africa",1967,41.536,1279406,713.6036483,201.7,6.58
"Liberia","Africa",1972,42.614,1482628,803.0054535,184.4,6.78
"Liberia","Africa",1977,43.764,1703617,640.3224383,168.3,6.93
"Liberia","Africa",1982,44.852,1956875,572.1995694,157.1,6.96
"Liberia","Africa",1987,46.027,2269414,506.1138573,161.5,6.75
"Liberia","Africa",1992,40.802,1912974,636.6229191,170.3,6.34
"Liberia","Africa",1997,42.221,2200725,609.1739508,145.2,6.06
"Liberia","Africa",2002,43.753,2814651,531.4823679,108.2,5.72
"Liberia","Africa",2007,45.678,3193942,414.5073415,76.9,5.28
"Libya","Africa",1952,42.723,1019729,2387.54806,NA,NA
"Libya","Africa",1957,45.289,1201578,3448.284395,NA,NA
"Libya","Africa",1962,47.808,1441863,6757.030816,148.4,7.61
"Libya","Africa",1967,50.227,1759224,18772.75169,113.3,7.78
"Libya","Africa",1972,52.773,2183877,21011.49721,86,7.93
"Libya","Africa",1977,57.442,2721783,21951.21176,65.6,7.98
"Libya","Africa",1982,62.155,3344074,17364.27538,52.2,7.42
"Libya","Africa",1987,66.234,3799845,11770.5898,41.3,5.91
"Libya","Africa",1992,68.755,4364501,9640.138501,32.2,4.43
"Libya","Africa",1997,71.555,4759670,9467.446056,26.5,3.38
"Libya","Africa",2002,72.737,5368585,9534.677467,22.7,2.93
"Libya","Africa",2007,73.952,6036914,12057.49928,17.3,2.69
"Madagascar","Africa",1952,36.681,4762912,1443.011715,NA,NA
"Madagascar","Africa",1957,38.865,5181679,1589.20275,NA,NA
"Madagascar","Africa",1962,40.848,5703324,1643.38711,NA,7.3
"Madagascar","Africa",1967,42.881,6334556,1634.047282,105.4,7.31
"Madagascar","Africa",1972,44.851,7082430,1748.562982,95.3,7.32
"Madagascar","Africa",1977,46.881,8007166,1544.228586,101.9,7.01
"Madagascar","Africa",1982,48.969,9171477,1302.878658,108.5,6.24
"Madagascar","Africa",1987,49.35,10568642,1155.441948,106.4,6.23
"Madagascar","Africa",1992,52.214,12210395,1040.67619,92.9,6.18
"Madagascar","Africa",1997,54.978,14165114,986.2958956,80,5.84
"Madagascar","Africa",2002,57.286,16473477,894.6370822,62.9,5.34
"Madagascar","Africa",2007,59.443,19167654,1044.770126,47.9,4.87
"Malawi","Africa",1952,36.256,2917802,369.1650802,NA,NA
"Malawi","Africa",1957,37.207,3221238,416.3698064,NA,NA
"Malawi","Africa",1962,38.41,3628608,427.9010856,214.6,6.98
"Malawi","Africa",1967,39.487,4147252,495.5147806,211.5,7.18
"Malawi","Africa",1972,41.766,4730997,584.6219709,200.6,7.39
"Malawi","Africa",1977,43.767,5637246,663.2236766,170.6,7.58
"Malawi","Africa",1982,45.642,6502825,632.8039209,144.4,7.61
"Malawi","Africa",1987,47.457,7824747,635.5173634,149.6,7.4
"Malawi","Africa",1992,49.42,10014249,563.2000145,133.1,6.72
"Malawi","Africa",1997,47.495,10419991,692.2758103,117.1,6.41
"Malawi","Africa",2002,45.009,11824495,665.4231186,88.8,6.12
"Malawi","Africa",2007,48.303,13327079,759.3499101,64.5,5.84
"Malaysia","Asia",1952,48.463,6748378,1831.132894,NA,NA
"Malaysia","Asia",1957,52.102,7739235,1810.066992,NA,NA
"Malaysia","Asia",1962,55.737,8906385,2036.884944,61.1,6.05
"Malaysia","Asia",1967,59.371,10154878,2277.742396,49.1,5.33
"Malaysia","Asia",1972,63.01,11441462,2849.09478,39.8,4.6
"Malaysia","Asia",1977,65.256,12845381,3827.921571,30.5,3.99
"Malaysia","Asia",1982,68,14441916,4920.355951,22.4,3.73
"Malaysia","Asia",1987,69.5,16331785,5249.802653,16.6,3.6
"Malaysia","Asia",1992,70.693,18319502,7277.912802,13,3.45
"Malaysia","Asia",1997,71.938,20476091,10132.90964,10.7,3.19
"Malaysia","Asia",2002,73.044,22662365,10206.97794,7.6,2.54
"Malaysia","Asia",2007,74.241,24821286,12451.6558,6.9,2.09
"Mali","Africa",1952,33.685,3838168,452.3369807,NA,NA
"Mali","Africa",1957,35.307,4241884,490.3821867,NA,NA
"Mali","Africa",1962,36.936,4690372,496.1743428,225.2,6.75
"Mali","Africa",1967,38.487,5212416,545.0098873,203,6.86
"Mali","Africa",1972,39.977,5828158,581.3688761,191.1,6.92
"Mali","Africa",1977,41.714,6491649,686.3952693,172.8,7
"Mali","Africa",1982,43.916,6998256,618.0140641,154.2,7.07
"Mali","Africa",1987,46.364,7634008,684.1715576,137.8,7.09
"Mali","Africa",1992,48.388,8416215,739.014375,127.3,7.02
"Mali","Africa",1997,49.903,9384984,790.2579846,122.6,6.9
"Mali","Africa",2002,51.818,10580176,951.4097518,108.8,6.81
"Mali","Africa",2007,54.467,12031795,1042.581557,90.1,6.81
"Mauritania","Africa",1952,40.543,1022556,743.1159097,NA,NA
"Mauritania","Africa",1957,42.338,1076852,846.1202613,NA,NA
"Mauritania","Africa",1962,44.248,1146757,1055.896036,128.9,6.79
"Mauritania","Africa",1967,46.289,1230542,1421.145193,114.8,6.8
"Mauritania","Africa",1972,48.437,1332786,1586.851781,107,6.76
"Mauritania","Africa",1977,50.852,1456688,1497.492223,102,6.59
"Mauritania","Africa",1982,53.599,1622136,1481.150189,92.5,6.31
"Mauritania","Africa",1987,56.145,1841240,1421.603576,82.1,6.1
"Mauritania","Africa",1992,58.333,2119465,1361.369784,76.7,5.88
"Mauritania","Africa",1997,60.43,2444741,1483.136136,76.3,5.57
"Mauritania","Africa",2002,62.247,2828858,1579.019543,75.9,5.26
"Mauritania","Africa",2007,64.164,3270065,1803.151496,73.1,4.99
"Mauritius","Africa",1952,50.986,516556,1967.955707,NA,NA
"Mauritius","Africa",1957,58.089,609816,2034.037981,NA,NA
"Mauritius","Africa",1962,60.246,701016,2529.067487,63.6,6.12
"Mauritius","Africa",1967,61.557,789309,2475.387562,68.4,4.85
"Mauritius","Africa",1972,62.944,851334,2575.484158,58.7,3.58
"Mauritius","Africa",1977,64.93,913025,3710.982963,39.5,3.07
"Mauritius","Africa",1982,66.711,992040,3688.037739,28.3,2.41
"Mauritius","Africa",1987,68.74,1042663,4783.586903,24.4,2.27
"Mauritius","Africa",1992,69.745,1096202,6058.253846,18.4,2.25
"Mauritius","Africa",1997,70.736,1149818,7425.705295,19.8,2.07
"Mauritius","Africa",2002,71.954,1200206,9021.815894,14.2,1.93
"Mauritius","Africa",2007,72.801,1250882,10956.99112,14.1,1.63
"Mexico","Americas",1952,50.789,30144317,3478.125529,NA,NA
"Mexico","Americas",1957,55.19,35015548,4131.546641,NA,NA
"Mexico","Americas",1962,58.299,41121485,4581.609385,94.9,6.77
"Mexico","Americas",1967,60.11,47995559,5754.733883,84.1,6.78
"Mexico","Americas",1972,62.361,55984294,6809.40669,72.7,6.53
"Mexico","Americas",1977,65.032,63759976,7674.929108,62.8,5.42
"Mexico","Americas",1982,67.405,71640904,9611.147541,51.4,4.33
"Mexico","Americas",1987,69.498,80122492,8688.156003,42.1,3.67
"Mexico","Americas",1992,71.455,88111030,9472.384295,33.7,3.2
"Mexico","Americas",1997,73.67,95895146,9767.29753,25.8,2.83
"Mexico","Americas",2002,74.902,102479927,10742.44053,19.3,2.57
"Mexico","Americas",2007,76.195,108700891,11977.57496,15.8,2.38
"Mongolia","Asia",1952,42.244,800663,786.5668575,NA,NA
"Mongolia","Asia",1957,45.248,882134,912.6626085,NA,NA
"Mongolia","Asia",1962,48.251,1010280,1056.353958,NA,7.35
"Mongolia","Asia",1967,51.253,1149500,1226.04113,NA,7.59
"Mongolia","Asia",1972,53.754,1320500,1421.741975,NA,7.5
"Mongolia","Asia",1977,55.491,1528000,1647.511665,NA,6.78
"Mongolia","Asia",1982,57.489,1756032,2000.603139,105.6,5.86
"Mongolia","Asia",1987,60.222,2015133,2338.008304,87.3,4.91
"Mongolia","Asia",1992,61.271,2312802,1785.402016,70.7,3.45
"Mongolia","Asia",1997,63.625,2494803,1902.2521,56.6,2.43
"Mongolia","Asia",2002,65.033,2674234,2140.739323,42.5,2.09
"Mongolia","Asia",2007,66.803,2874127,3095.772271,30.6,2.32
"Montenegro","Europe",1952,59.164,413834,2647.585601,NA,NA
"Montenegro","Europe",1957,61.448,442829,3682.259903,NA,NA
"Montenegro","Europe",1962,63.728,474528,4649.593785,NA,3.31
"Montenegro","Europe",1967,67.178,501035,5907.850937,NA,2.83
"Montenegro","Europe",1972,70.636,527678,7778.414017,NA,2.63
"Montenegro","Europe",1977,73.066,560073,9595.929905,NA,2.4
"Montenegro","Europe",1982,74.101,562548,11222.58762,NA,2.19
"Montenegro","Europe",1987,74.865,569473,11732.51017,18.2,1.98
"Montenegro","Europe",1992,75.435,621621,7003.339037,14,1.83
"Montenegro","Europe",1997,75.445,692651,6465.613349,13.5,1.82
"Montenegro","Europe",2002,73.981,720230,6557.194282,11.5,1.79
"Montenegro","Europe",2007,74.543,684736,9253.896111,8.2,1.73
"Morocco","Africa",1952,42.873,9939217,1688.20357,NA,NA
"Morocco","Africa",1957,45.423,11406350,1642.002314,NA,NA
"Morocco","Africa",1962,47.924,13056604,1566.353493,140.4,7.13
"Morocco","Africa",1967,50.335,14770296,1711.04477,127.9,6.95
"Morocco","Africa",1972,52.862,16660670,1930.194975,116.8,6.49
"Morocco","Africa",1977,55.73,18396941,2370.619976,104,5.97
"Morocco","Africa",1982,59.65,20198730,2702.620356,87.3,5.44
"Morocco","Africa",1987,62.677,22987397,2755.046991,71,4.57
"Morocco","Africa",1992,65.393,25798239,2948.047252,58.5,3.76
"Morocco","Africa",1997,67.66,28529501,2982.101858,47.7,3.03
"Morocco","Africa",2002,69.615,31167783,3258.495584,38.9,2.54
"Morocco","Africa",2007,71.164,33757175,3820.17523,31.9,2.4
"Mozambique","Africa",1952,31.286,6446316,468.5260381,NA,NA
"Mozambique","Africa",1957,33.779,7038035,495.5868333,NA,NA
"Mozambique","Africa",1962,36.161,7788944,556.6863539,NA,6.6
"Mozambique","Africa",1967,38.113,8680909,566.6691539,184.1,6.6
"Mozambique","Africa",1972,40.328,9809596,724.9178037,180.5,6.58
"Mozambique","Africa",1977,42.495,11127868,502.3197334,176.4,6.53
"Mozambique","Africa",1982,42.795,12587223,462.2114149,173.3,6.46
"Mozambique","Africa",1987,42.861,12891952,389.8761846,165.7,6.35
"Mozambique","Africa",1992,44.284,13160731,410.8968239,154.7,6.14
"Mozambique","Africa",1997,46.344,16603334,472.3460771,132.7,5.88
"Mozambique","Africa",2002,44.026,18473780,633.6179466,104,5.74
"Mozambique","Africa",2007,42.082,19951656,823.6856205,81.5,5.59
"Myanmar","Asia",1952,36.319,20092996,331,NA,NA
"Myanmar","Asia",1957,41.905,21731844,350,NA,NA
"Myanmar","Asia",1962,45.108,23634436,388,NA,NA
"Myanmar","Asia",1967,49.379,25870271,349,NA,NA
"Myanmar","Asia",1972,53.07,28466390,357,NA,NA
"Myanmar","Asia",1977,56.059,31528087,371,NA,NA
"Myanmar","Asia",1982,58.056,34680442,424,NA,NA
"Myanmar","Asia",1987,58.339,38028578,385,NA,NA
"Myanmar","Asia",1992,59.32,40546538,347,NA,NA
"Myanmar","Asia",1997,60.328,43247867,415,NA,NA
"Myanmar","Asia",2002,59.908,45598081,611,NA,NA
"Myanmar","Asia",2007,62.069,47761980,944,NA,NA
"Namibia","Africa",1952,41.725,485831,2423.780443,NA,NA
"Namibia","Africa",1957,45.226,548080,2621.448058,NA,NA
"Namibia","Africa",1962,48.386,621392,3173.215595,NA,6.18
"Namibia","Africa",1967,51.159,706640,3793.694753,62.3,6.3
"Namibia","Africa",1972,53.867,821782,3746.080948,62.9,6.57
"Namibia","Africa",1977,56.437,977026,3876.485958,63.7,6.62
"Namibia","Africa",1982,58.968,1099010,4191.100511,61.5,6.26
"Namibia","Africa",1987,60.835,1278184,3693.731337,53.8,5.63
"Namibia","Africa",1992,61.999,1554253,3804.537999,47.8,4.97
"Namibia","Africa",1997,58.909,1774766,3899.52426,48.4,4.35
"Namibia","Africa",2002,51.479,1972153,4072.324751,48.7,3.85
"Namibia","Africa",2007,52.906,2055080,4811.060429,42.7,3.44
"Nepal","Asia",1952,36.157,9182536,545.8657229,NA,NA
"Nepal","Asia",1957,37.686,9682338,597.9363558,NA,NA
"Nepal","Asia",1962,39.393,10332057,652.3968593,213.3,6
"Nepal","Asia",1967,41.472,11261690,676.4422254,191.3,5.99
"Nepal","Asia",1972,43.971,12412593,674.7881296,170.9,5.95
"Nepal","Asia",1977,46.748,13933198,694.1124398,152.3,5.85
"Nepal","Asia",1982,49.594,15796314,718.3730947,132.1,5.68
"Nepal","Asia",1987,52.537,17917180,775.6324501,111.1,5.38
"Nepal","Asia",1992,55.727,20326209,897.7403604,88.9,5
"Nepal","Asia",1997,59.426,23001113,1010.892138,69.6,4.47
"Nepal","Asia",2002,61.34,25873917,1057.206311,53.8,3.78
"Nepal","Asia",2007,63.785,28901790,1091.359778,42,3.05
"Netherlands","Europe",1952,72.13,10381988,8941.571858,NA,NA
"Netherlands","Europe",1957,72.99,11026383,11276.19344,NA,NA
"Netherlands","Europe",1962,73.23,11805689,12790.84956,15.6,3.18
"Netherlands","Europe",1967,73.82,12596822,15363.25136,13.8,2.81
"Netherlands","Europe",1972,73.75,13329874,18794.74567,11.7,2.15
"Netherlands","Europe",1977,75.24,13852989,21209.0592,9.7,1.58
"Netherlands","Europe",1982,76.05,14310401,21399.46046,8.4,1.5
"Netherlands","Europe",1987,76.83,14665278,23651.32361,7.5,1.56
"Netherlands","Europe",1992,77.42,15174244,26790.94961,6.3,1.59
"Netherlands","Europe",1997,78.03,15604464,30246.13063,5.3,1.56
"Netherlands","Europe",2002,78.53,16122830,33724.75778,4.9,1.73
"Netherlands","Europe",2007,79.762,16570613,36797.93332,4.2,1.72
"New Zealand","Oceania",1952,69.39,1994794,10556.57566,NA,NA
"New Zealand","Oceania",1957,70.26,2229407,12247.39532,NA,NA
"New Zealand","Oceania",1962,71.24,2488550,13175.678,20.9,3.51
"New Zealand","Oceania",1967,71.52,2728150,14463.91893,17.9,3
"New Zealand","Oceania",1972,71.89,2929100,16046.03728,16.2,2.9
"New Zealand","Oceania",1977,72.22,3164900,16233.7177,13.9,2.32
"New Zealand","Oceania",1982,73.84,3210650,17632.4104,12.1,2.1
"New Zealand","Oceania",1987,74.32,3317166,19007.19129,10.6,2.24
"New Zealand","Oceania",1992,76.33,3437674,18363.32494,8.2,2.31
"New Zealand","Oceania",1997,77.55,3676187,21050.41377,6.6,2.05
"New Zealand","Oceania",2002,79.11,3908037,23189.80135,5.8,1.95
"New Zealand","Oceania",2007,80.204,4115771,25185.00911,5.3,2.11
"Nicaragua","Americas",1952,42.314,1165790,3112.363948,NA,NA
"Nicaragua","Americas",1957,45.432,1358828,3457.415947,NA,NA
"Nicaragua","Americas",1962,48.632,1590597,3634.364406,131.1,7.18
"Nicaragua","Americas",1967,51.884,1865490,4643.393534,123.1,6.96
"Nicaragua","Americas",1972,55.151,2182908,4688.593267,111.2,6.81
"Nicaragua","Americas",1977,57.47,2554598,5486.371089,91.3,6.42
"Nicaragua","Americas",1982,59.298,2979423,3470.338156,69.9,5.89
"Nicaragua","Americas",1987,62.008,3344353,2955.984375,56.5,5.12
"Nicaragua","Americas",1992,65.843,4017939,2170.151724,47.1,4.52
"Nicaragua","Americas",1997,68.426,4609572,2253.023004,37.6,3.7
"Nicaragua","Americas",2002,70.836,5146848,2474.548819,29.8,3.05
"Nicaragua","Americas",2007,72.899,5675356,2749.320965,24.4,2.76
"Niger","Africa",1952,37.444,3379468,761.879376,NA,NA
"Niger","Africa",1957,38.598,3692184,835.5234025,NA,NA
"Niger","Africa",1962,39.487,4076008,997.7661127,NA,7.12
"Niger","Africa",1967,40.118,4534062,1054.384891,133.1,7.3
"Niger","Africa",1972,40.546,5060262,954.2092363,140.4,7.5
"Niger","Africa",1977,41.291,5682086,808.8970728,138.9,7.63
"Niger","Africa",1982,42.598,6437188,909.7221354,135.3,7.75
"Niger","Africa",1987,44.555,7332638,668.3000228,141.4,7.77
"Niger","Africa",1992,47.391,8392818,581.182725,132.6,7.77
"Niger","Africa",1997,51.313,9666252,580.3052092,111.3,7.77
"Niger","Africa",2002,54.496,11140655,601.0745012,94.1,7.68
"Niger","Africa",2007,56.867,12894865,619.6768924,75.2,7.59
"Nigeria","Africa",1952,36.324,33119096,1077.281856,NA,NA
"Nigeria","Africa",1957,37.802,37173340,1100.592563,NA,NA
"Nigeria","Africa",1962,39.36,41871351,1150.927478,182.6,6.35
"Nigeria","Africa",1967,41.04,47287752,1014.514104,182.6,6.36
"Nigeria","Africa",1972,42.821,53740085,1698.388838,159.2,6.58
"Nigeria","Africa",1977,44.514,62209173,1981.951806,135.8,6.76
"Nigeria","Africa",1982,45.826,73039376,1576.97375,124.4,6.77
"Nigeria","Africa",1987,46.886,81551520,1385.029563,125.4,6.63
"Nigeria","Africa",1992,47.472,93364244,1619.848217,125.5,6.4
"Nigeria","Africa",1997,47.464,106207839,1624.941275,119.9,6.19
"Nigeria","Africa",2002,46.608,119901274,1615.286395,105.9,6.06
"Nigeria","Africa",2007,46.859,135031164,2013.977305,90.3,6.02
"Norway","Europe",1952,72.67,3327728,10095.42172,NA,NA
"Norway","Europe",1957,73.44,3491938,11653.97304,NA,NA
"Norway","Europe",1962,73.47,3638919,13450.40151,17.5,2.89
"Norway","Europe",1967,74.08,3786019,16361.87647,14.8,2.8
"Norway","Europe",1972,74.34,3933004,18965.05551,12.2,2.38
"Norway","Europe",1977,75.37,4043205,23311.34939,9.3,1.75
"Norway","Europe",1982,75.97,4114787,26298.63531,8,1.71
"Norway","Europe",1987,75.89,4186147,31540.9748,8.2,1.75
"Norway","Europe",1992,77.32,4286357,33965.66115,5.8,1.88
"Norway","Europe",1997,78.32,4405672,41283.16433,4.2,1.86
"Norway","Europe",2002,79.05,4535591,44683.97525,3.6,1.75
"Norway","Europe",2007,80.196,4627926,49357.19017,3,1.9
"Oman","Asia",1952,37.578,507833,1828.230307,NA,NA
"Oman","Asia",1957,40.08,561977,2242.746551,NA,NA
"Oman","Asia",1962,43.165,628164,2924.638113,226,7.25
"Oman","Asia",1967,46.988,714775,4720.942687,178.5,7.28
"Oman","Asia",1972,52.143,829050,10618.03855,136.1,7.41
"Oman","Asia",1977,57.367,1004533,11848.34392,100.1,8.02
"Oman","Asia",1982,62.728,1301048,12954.79101,66.6,8.35
"Oman","Asia",1987,67.734,1593882,18115.22313,41.8,7.93
"Oman","Asia",1992,71.197,1915208,18616.70691,26.8,6.47
"Oman","Asia",1997,72.499,2283635,19702.05581,17.7,4.63
"Oman","Asia",2002,74.193,2713462,19774.83687,12.5,3.3
"Oman","Asia",2007,75.64,3204897,22316.19287,10.4,2.89
"Pakistan","Asia",1952,43.436,41346560,684.5971438,NA,NA
"Pakistan","Asia",1957,45.557,46679944,747.0835292,NA,NA
"Pakistan","Asia",1962,47.67,53100671,803.3427418,178,6.6
"Pakistan","Asia",1967,49.8,60641899,942.4082588,151.5,6.6
"Pakistan","Asia",1972,51.929,69325921,1049.938981,135.7,6.61
"Pakistan","Asia",1977,54.043,78152686,1175.921193,126.1,6.6
"Pakistan","Asia",1982,56.158,91462088,1443.429832,119.4,6.48
"Pakistan","Asia",1987,58.245,105186881,1704.686583,111.4,6.31
"Pakistan","Asia",1992,60.838,120065004,1971.829464,102.5,5.77
"Pakistan","Asia",1997,61.818,135564834,2049.350521,93.3,5.04
"Pakistan","Asia",2002,63.61,153403524,2092.712441,84.4,4.13
"Pakistan","Asia",2007,65.483,169270617,2605.94758,77.4,3.65
"Panama","Americas",1952,55.191,940080,2480.380334,NA,NA
"Panama","Americas",1957,59.201,1063506,2961.800905,NA,NA
"Panama","Americas",1962,61.817,1215725,3536.540301,63.6,5.81
"Panama","Americas",1967,64.071,1405486,4421.009084,56.2,5.47
"Panama","Americas",1972,66.216,1616384,5364.249663,47.4,4.94
"Panama","Americas",1977,68.681,1839782,5351.912144,39,4.26
"Panama","Americas",1982,70.472,2036305,7009.601598,33.4,3.67
"Panama","Americas",1987,71.523,2253639,7034.779161,28.1,3.26
"Panama","Americas",1992,72.462,2484997,6618.74305,24.6,2.98
"Panama","Americas",1997,73.738,2734531,7113.692252,23,2.87
"Panama","Americas",2002,74.712,2990875,7356.031934,20.9,2.78
"Panama","Americas",2007,75.537,3242173,9809.185636,18.5,2.64
"Paraguay","Americas",1952,62.649,1555876,1952.308701,NA,NA
"Paraguay","Americas",1957,63.196,1770902,2046.154706,NA,NA
"Paraguay","Americas",1962,64.361,2009813,2148.027146,61.4,6.47
"Paraguay","Americas",1967,64.951,2287985,2299.376311,59.3,6.17
"Paraguay","Americas",1972,65.815,2614104,2523.337977,56.8,5.46
"Paraguay","Americas",1977,66.353,2984494,3248.373311,52.6,5.2
"Paraguay","Americas",1982,66.874,3366439,4258.503604,47,5.19
"Paraguay","Americas",1987,67.378,3886512,3998.875695,40.7,4.84
